id,target,train_preds,train_probs
15941449,0,0,0.22
15956325,1,1,0.65
15977717,0,0,0.04
17484344,1,1,0.77
17493453,0,0,0.15
17496621,0,0,0.07
16373891,1,1,1.0
16375673,1,1,1.0
16377101,1,1,0.93
16381241,1,1,0.95
16395545,1,1,0.97
17516493,0,0,0.21
17517291,0,0,0.14
16017292,0,0,0.08
16019637,0,0,0.0
16040892,1,1,0.91
16041355,0,0,0.19
16043294,0,0,0.04
16043342,0,0,0.05
16043443,0,0,0.02
17522018,0,0,0.12
16406928,0,0,0.03
17533023,0,0,0.19
16043568,0,0,0.02
16043611,0,0,0.02
16043686,0,0,0.05
16406999,0,0,0.0
17542889,0,0,0.13
17576281,0,0,0.18
16407054,0,0,0.0
17592562,0,0,0.15
16043812,0,0,0.03
16414318,0,0,0.02
16436576,1,1,0.77
17865729,0,0,0.13
17639580,1,1,0.87
16453465,0,0,0.08
16465204,0,0,0.15
16466000,0,0,0.1
16467074,1,1,0.79
16492396,0,0,0.12
17667344,0,0,0.16
17907124,1,1,0.82
16498524,0,0,0.03
17961990,0,0,0.18
17667992,0,0,0.06
16531916,0,0,0.18
17685131,1,1,0.69
17977245,0,0,0.12
17981627,1,1,0.84
16533881,0,0,0.04
17983538,0,0,0.11
18021561,0,0,0.19
17697054,1,1,0.98
16548102,0,0,0.09
18026539,1,1,0.77
18036684,0,0,0.14
16554715,0,0,0.14
16555022,1,1,0.65
16555731,1,1,0.73
16570451,0,0,0.16
18070726,0,0,0.11
18074749,0,0,0.04
16612731,0,0,0.04
16663462,1,1,0.84
17700428,0,0,0.17
17731639,1,1,0.84
17746315,1,1,0.77
18094242,1,1,0.8
16703285,1,1,0.7
18096205,0,0,0.01
18107953,1,1,0.76
16708569,0,0,0.21
17765128,0,0,0.02
16723760,1,1,0.85
18141981,0,0,0.24
16754290,0,0,0.14
18196279,1,1,0.91
18215682,0,0,0.16
18221715,0,0,0.09
17796465,0,0,0.23
17798749,0,0,0.04
17802658,1,1,0.96
16756347,1,1,0.82
17825506,0,0,0.09
18228154,1,1,0.76
18241456,0,0,0.07
16772618,1,1,0.79
16824511,0,0,0.12
18274301,0,0,0.09
17828055,0,0,0.19
17846105,0,0,0.05
16827829,1,1,0.83
18315194,1,1,0.85
18330947,1,1,0.85
17857959,0,0,0.18
16840857,1,1,0.7
16872047,0,0,0.02
18940627,0,0,0.08
18397121,0,0,0.14
16894957,0,0,0.06
18397934,0,0,0.09
16896210,1,1,0.79
18408888,0,0,0.05
16901506,0,0,0.08
18409219,0,0,0.12
18445429,1,1,0.77
18946040,0,0,0.07
18948319,0,0,0.09
18958970,0,0,0.15
16911627,0,0,0.02
19018851,0,0,0.07
16911938,0,0,0.02
19055227,0,0,0.16
18472203,0,0,0.21
16912215,0,0,0.02
16913277,0,0,0.02
16936903,0,0,0.06
18476038,0,0,0.1
19057117,1,1,0.83
19084140,0,0,0.11
19086256,1,1,0.85
19097722,0,0,0.2
19101107,1,1,0.82
18522869,0,0,0.11
18527152,0,0,0.11
16946363,0,0,0.19
18546353,0,0,0.06
19102163,1,1,0.82
16947380,1,1,0.77
16991579,0,0,0.12
18564104,0,0,0.07
18570930,0,0,0.08
18579469,0,0,0.11
19139367,1,1,0.84
19160466,0,0,0.16
18580412,1,1,0.7
18582691,1,1,0.75
19755864,0,0,0.03
18616281,0,0,0.13
19784390,0,0,0.01
18637066,0,0,0.08
19165098,1,1,0.78
19174888,0,0,0.18
19191676,0,0,0.18
19195444,1,1,0.74
19196509,0,0,0.13
19786291,1,1,0.87
19208673,0,0,0.08
18672895,0,0,0.08
19212958,1,1,0.68
19217904,1,1,0.86
19222783,1,1,0.79
19823511,1,1,1.0
19825232,1,1,0.86
19224462,1,1,0.78
19830438,1,1,0.95
19225581,0,0,0.07
19830966,1,1,0.95
19235216,0,0,0.01
18674008,1,1,0.72
18687471,1,1,0.79
18692671,1,1,0.83
19241533,1,1,0.77
19244750,0,0,0.01
19251499,0,0,0.15
18716769,0,0,0.01
19863676,0,0,0.18
19252983,0,0,0.11
19864942,1,1,0.73
19909603,0,0,0.18
19272141,1,1,0.88
19298104,1,1,0.84
19330717,0,0,0.14
19331468,0,0,0.08
19332044,0,0,0.01
18734623,0,0,0.02
18791253,1,1,0.77
19928787,1,1,0.71
19933330,0,0,0.05
19332061,0,0,0.14
19985414,0,0,0.09
19988307,0,0,0.14
19346325,1,1,0.81
19363231,0,0,0.14
18795930,0,0,0.18
18806034,0,0,0.08157894736842104
20056580,0,0,0.15
20094089,1,1,0.99
18811215,0,0,0.06
19379901,0,0,0.01
19380071,0,0,0.01
20126676,0,0,0.11
19387222,0,0,0.04
19388655,1,1,0.82
19408915,0,0,0.08
19454607,1,1,0.74
20152442,0,0,0.15
18854324,0,0,0.15
19457416,1,1,0.85
19457755,1,1,0.82
20172639,1,1,0.86
19462228,1,1,0.79
18892656,0,0,0.06
18895482,1,1,0.8
20197904,0,0,0.06
18928269,0,0,0.11
19470834,0,0,0.1
19473649,1,1,0.79
20214996,0,0,0.16
19489430,0,0,0.07
19489458,0,0,0.05
19530149,0,0,0.07
18928572,0,0,0.04
20250896,0,0,0.09
18932523,0,0,0.05
18935510,0,0,0.09
20253607,1,1,0.81
20284400,0,0,0.19
18936462,0,0,0.0
18940623,0,0,0.06
18940624,0,0,0.07
20985751,1,1,0.75
20994187,1,1,0.72
20996913,1,1,0.75
20999619,0,0,0.08
20357687,0,0,0.15
20359304,1,1,0.77
21011654,0,0,0.12
19551494,0,0,0.13
19556536,0,0,0.07
19556772,0,0,0.19
21024125,0,0,0.12
20361909,1,1,0.74
21043473,0,0,0.1
19572255,1,1,0.69
19584019,1,1,0.76
20396897,0,0,0.12
19588102,0,0,0.06
20441599,0,0,0.09
21044746,1,1,0.73
20458958,0,0,0.11
20470911,0,0,0.03
20470915,0,0,0.02
21045173,0,0,0.04
21056305,0,0,0.09
20475245,0,0,0.04
20537842,0,0,0.03
19590949,0,0,0.15
20540568,0,0,0.09
20552655,0,0,0.17
20580002,0,0,0.06
21094923,0,0,0.11
20611213,0,0,0.0
20639373,0,0,0.13
19593321,0,0,0.2
20654448,0,0,0.06855155602911017
19610066,0,0,0.19
21097802,0,0,0.12
21110259,0,0,0.17
19642341,0,0,0.14
20676324,0,0,0.16
19718479,0,0,0.03
22034313,0,0,0.07
21123071,1,1,0.81
21123612,0,0,0.14
21150334,0,0,0.03
21151341,0,0,0.04
21160835,0,0,0.07
22036215,1,1,0.81
22036416,1,1,0.86
20695563,0,0,0.1
21230788,0,0,0.03
20770807,1,1,0.74
21251850,0,0,0.12
21253418,1,1,0.74
21278050,1,1,0.79
22045562,1,1,0.72
22047580,1,1,0.84
22051324,1,1,0.82
20773172,1,1,0.72
20781856,1,1,1.0
21281686,0,0,0.12
21344468,0,0,0.2
21357045,0,0,0.05
20785016,0,0,0.14
21384636,1,1,0.89
22052389,0,0,0.16
20786083,1,1,0.79
22059255,0,0,0.17
21385669,0,0,0.0
22066235,0,0,0.08
20830611,0,0,0.04
20845759,1,1,0.76
20872315,1,1,0.8
21394870,1,1,0.65
21406677,1,1,0.78
20883712,1,1,0.78
20901865,0,0,0.14
22078484,1,1,0.82
20902408,1,1,0.8
21410887,1,1,0.79
21423011,0,0,0.04
21427315,1,1,0.9
21427520,1,1,0.8
21458379,0,0,0.13
20903412,0,0,0.08
21461148,1,1,0.74
21470009,0,0,0.06
20904509,0,0,0.03
22123357,0,0,0.09
21471856,1,1,0.76
20914686,1,1,0.83
21491389,0,0,0.16
21503331,0,0,0.12
22125955,1,1,0.7
20918092,0,0,0.09
22174339,0,0,0.09
21554453,1,1,0.83
21554637,0,0,0.17
20931439,1,1,0.74
22178416,0,0,0.19
21565834,0,0,0.12
20931451,1,1,0.79
20935321,0,0,0.1
21575403,1,1,0.83
20947728,1,1,0.74
21579417,0,0,0.19
21592734,1,1,0.88
22187577,1,1,0.92
20954116,0,0,0.12
20959427,0,0,0.07
22210181,0,0,0.09
22214569,1,1,0.79
21595898,0,0,0.07
21610732,0,0,0.09
21612909,0,0,0.11
21613380,0,0,0.14
20982360,0,0,0.11
22215262,0,0,0.14
20984349,0,0,0.11
22261071,1,1,0.79
22302876,1,1,0.79
21661174,1,1,0.78
21679425,0,0,0.14
21685629,0,0,0.03
23090883,0,0,0.14
21718183,1,1,0.87
21755223,1,1,0.72
23097332,1,1,0.68
21766676,0,0,0.09
23103068,0,0,0.12
21768254,0,0,0.1
21789559,0,0,0.07
21818345,1,1,0.83
22400317,0,0,0.08
22402944,0,0,0.07
23111622,0,0,0.11
22436158,0,0,0.06
21850110,0,0,0.17
23191606,1,1,0.78
21949490,1,1,0.74
22464828,1,1,0.77
23239416,0,0,0.18
21983276,0,0,0.09
23255248,0,0,0.1
23255249,0,0,0.15
22002123,0,0,0.13
23255250,0,0,0.07
22491857,0,0,0.1
22011247,0,0,0.09
23255251,0,0,0.09
22012284,1,1,0.8
22504002,0,0,0.12
22028343,0,0,0.16
23255255,0,0,0.11
22032963,1,1,0.75
22033783,0,0,0.09
22528914,1,1,0.8
23255260,0,0,0.12
23823169,0,0,0.09
23823657,1,1,0.82
23825346,0,0,0.14
23840515,0,0,0.06
22529588,0,0,0.21
22550669,0,0,0.03
23255262,0,0,0.1
22571061,1,1,0.78
23255264,0,0,0.11
23257068,0,0,0.06
23257130,0,0,0.07
23867033,1,1,0.77
23272195,0,0,0.06
23275343,0,0,0.11
23875650,0,0,0.1
23286523,1,1,0.79
23884728,1,1,0.79
23926014,1,1,0.82
23940739,1,1,0.74
22603751,1,1,0.88
22684689,0,0,0.19
22704741,0,0,0.06
23946096,0,0,0.15
23965321,1,1,0.98
23998389,0,0,0.08
23345283,0,0,0.12
22717239,1,1,0.91
23351573,0,0,0.14
24013309,1,1,0.77
24039241,0,0,0.16
23357311,0,0,0.14
24044319,1,1,0.78
24099814,0,0,0.16
22730335,0,0,0.19
22744982,1,1,0.83
22767466,0,0,0.15
22777740,0,0,0.03
22812535,1,1,0.73
24103813,0,0,0.06
24118276,1,1,0.74
24120020,1,1,0.73
24186321,0,0,0.14
24190275,0,0,0.08
23375928,0,0,0.06
24202928,0,0,0.11
22816530,1,1,0.77
22817758,1,1,0.79
23381224,0,0,0.2
23394395,0,0,0.05
23394681,0,0,0.15
24209377,0,0,0.06
24210871,1,1,0.8
24229261,0,0,0.17
22834583,0,0,0.06
23418649,0,0,0.07
24230336,0,0,0.12
24287022,1,1,0.83
23419520,0,0,0.12
22849220,0,0,0.2
23423122,1,1,0.76
24304376,0,0,0.08
23424341,1,1,0.83
24306465,0,0,0.15
22866861,0,0,0.16
23436665,0,0,0.08
22884196,0,0,0.09
23445802,0,0,0.06
24328399,1,1,0.67
23453797,0,0,0.06
24331358,0,0,0.18
22889097,0,0,0.12
22905511,0,0,0.06
22926248,0,0,0.09
22928362,0,0,0.14
23506975,1,1,0.82
24351342,1,1,0.77
22929008,1,1,0.76
22939712,1,1,0.8
23507944,1,1,0.8
22943994,0,0,0.08
22946118,0,0,0.08
22952083,0,0,0.14
22961455,0,0,0.11
23022652,1,1,0.76
24357253,0,0,0.07
23510291,0,0,0.11
23027422,1,1,0.83
24369558,0,0,0.01
23523777,1,1,0.81
24385818,0,0,0.05
24393582,1,1,0.67
23037188,1,1,0.79
23037541,0,0,0.1
23525670,0,0,0.16
23541408,0,0,0.17
24849643,1,1,0.76
24407771,0,0,0.07
23542133,0,0,0.09
24410207,1,1,0.75
24853409,1,1,0.97
24894510,0,0,0.1
24944240,0,0,0.03
23599197,1,1,0.76
24967749,0,0,0.17
24430809,0,0,0.09
24468706,0,0,0.07
24523984,0,0,0.08
23601429,1,1,0.62
24525390,0,0,0.13
24985621,1,1,0.66
23608880,0,0,0.03
24996235,0,0,0.15
25030700,0,0,0.07
23610110,1,1,0.9
23615885,0,0,0.07
25032754,0,0,0.07
25033255,0,0,0.16
23629287,0,0,0.11
23630723,0,0,0.08
25035501,1,1,0.81
25036699,0,0,0.22
23631040,1,1,0.75
25051972,0,0,0.04
25052417,0,0,0.010714285714285714
25056207,0,0,0.12
24527794,0,0,0.0
23633825,1,1,0.73
24528186,0,0,0.01
24530569,0,0,0.09
23665803,0,0,0.14
24535772,0,0,0.12
24538978,0,0,0.05
25059535,1,1,0.79
25081276,0,0,0.0
25081679,0,0,0.0
25082180,0,0,0.13
25084539,0,0,0.0
25086077,0,0,0.0
25086682,0,0,0.0
25086792,0,0,0.0
25086865,0,0,0.0
25103085,0,0,0.0
25107936,0,0,0.1
25114500,0,0,0.11
24541376,1,1,0.7
24556275,0,0,0.12
24565135,1,1,0.75
24596612,1,1,0.84
23684943,1,1,0.83
24601128,0,0,0.12
24606082,0,0,0.06
24606863,0,0,0.13
23701675,0,0,0.2
24629263,0,0,0.13
24650073,0,0,0.03
24654021,1,1,0.77
23703866,0,0,0.06
25141393,0,0,0.17
25185641,1,1,0.76
24654704,0,0,0.1
23711147,1,1,0.77
24657162,1,1,0.78
24667099,1,1,0.78
24721283,1,1,0.69
25186230,0,0,0.13
25192214,1,1,0.74
24728572,0,0,0.09
23713459,1,1,0.77
25203712,0,0,0.13
25255129,0,0,0.1
23745146,0,0,0.13
25266558,1,1,0.76
23746007,0,0,0.08
23779234,0,0,0.13
23793546,1,1,0.74
25317951,1,1,0.8
24735545,0,0,0.11
23805371,0,0,0.13
25319504,1,1,0.87
25932515,0,0,0.05
25349682,1,1,0.77
25372894,0,0,0.08
25376842,1,1,0.79
24759731,1,1,0.8
26003374,0,0,0.13
24774843,0,0,0.04
24806344,1,1,0.79
25422190,0,0,0.09
25425893,0,0,0.01
26008069,0,0,0.08
25430783,1,1,0.76
24806544,0,0,0.06
27262753,0,0,0.1
25457647,0,0,0.13
26013845,1,1,0.96
25481097,0,0,0.15
27266406,1,1,0.75
27270351,1,1,0.78
27275988,0,0,0.08
26029761,1,1,0.8
27305452,0,0,0.02
25483794,1,1,0.77
26030775,0,0,0.01
26033416,0,0,0.15
25494184,0,0,0.15
25509284,0,0,0.05
25521219,0,0,0.1
25572779,0,0,0.11
27364767,0,0,0.18
27364918,0,0,0.03
27370995,0,0,0.07
27459633,1,1,0.9
26107088,1,1,0.77
27494383,1,1,0.72
27505688,0,0,0.05
27549841,0,0,0.17
27571338,0,0,0.13
27600264,0,0,0.14
27604199,0,0,0.13
27606396,1,1,0.83
27611012,1,1,0.98
25583081,0,0,0.04
25657315,1,1,0.77
25671424,1,1,0.93
25671745,1,1,0.92
25678570,0,0,0.1
25681385,1,1,0.83
25753606,0,0,0.17
25784450,0,0,0.08
25784643,0,0,0.12
26113692,1,1,0.98
26136198,1,1,0.68
25784650,0,0,0.1
25784672,0,0,0.06
27612404,0,0,0.04
27625787,1,1,0.77
26136332,0,0,0.03
26136631,1,1,0.81
27634170,1,1,0.74
27634884,1,1,0.91
26140779,1,1,0.91
27650940,1,1,0.78
26149879,0,0,0.06
26164015,0,0,0.12
26251269,0,0,0.12
27651260,1,1,0.76
25849571,1,1,0.74
26275274,0,0,0.09
26293509,0,0,0.06
26293898,0,0,0.07
26303893,0,0,0.09
26337788,0,0,0.08
26358085,0,0,0.08
26375542,0,0,0.03
25917401,1,1,0.87
26375603,0,0,0.03
28439125,0,0,0.07
26375848,0,0,0.06
28442486,0,0,0.11
26377895,0,0,0.04
26388570,0,0,0.07
27724805,0,0,0.14
28463546,1,1,0.72
28466237,1,1,0.85
28469499,1,1,0.87
26398381,1,1,0.78
28473778,1,1,0.72
28523616,0,0,0.15
27730876,1,1,0.75
27733450,1,1,0.8
26399668,0,0,0.02
27753376,0,0,0.13
27780447,0,0,0.07
27785511,0,0,0.09
28538333,1,1,0.76
26427868,1,1,0.83
28587218,0,0,0.07
28630193,0,0,0.07
27899290,0,0,0.06
26470770,0,0,0.08
27901174,1,1,0.86
28666438,1,1,0.69
28691985,0,0,0.14
28695629,0,0,0.06
26477319,0,0,0.06
28695637,0,0,0.06
28720094,0,0,0.1
27903401,0,0,0.02
27906034,0,0,0.07
27910419,1,1,0.85
26488773,0,0,0.04
27931630,1,1,0.74
28755624,1,1,0.76
28755937,1,1,0.82
26488911,0,0,0.07
27936618,0,0,0.1
27964603,1,1,0.74
28810465,0,0,0.07
26491730,1,1,0.78
28829480,0,0,0.15
27990708,1,1,0.95
27990902,1,1,0.96
26503734,1,1,0.76
27993982,1,1,0.73
27996148,1,1,0.7
28829484,0,0,0.04
28838270,0,0,0.08
26569175,1,1,0.71
28838588,0,0,0.12
28840841,0,0,0.06
28963593,1,1,0.93
28029983,0,0,0.03
28963652,0,0,0.07
28968807,0,0,0.13
26662152,0,0,0.11
28979989,0,0,0.18
28991665,1,1,0.83
28053726,0,0,0.19
26692259,1,1,0.84
28060984,0,0,0.03
29031479,0,0,0.09
29035998,0,0,0.02
26751301,1,1,0.8
29036442,0,0,0.08
29036909,0,0,0.06
26771926,0,0,0.11
29054865,0,0,0.03
26773722,1,1,0.76
29055432,0,0,0.03
29056019,0,0,0.04
29058997,0,0,0.06
29075880,0,0,0.03
28103611,0,0,0.2
28133802,0,0,0.07
26775166,1,1,0.69
26779189,0,0,0.12
26819250,0,0,0.01
26873099,0,0,0.06
29122564,0,0,0.14
26895703,0,0,0.02
29152155,1,1,0.96
26898605,1,1,0.89
29152992,1,1,0.79
29177473,0,0,0.21
29182834,0,0,0.13
29184002,1,1,0.91
28178291,0,0,0.12
26944108,0,0,0.03
28182511,0,0,0.07
28182512,0,0,0.06
29210702,0,0,0.06
26945370,0,0,0.02
29215479,0,0,0.2
26961879,0,0,0.01
27029310,0,0,0.15
29238360,0,0,0.11
28198827,0,0,0.13
27032690,1,1,0.89
28216957,1,1,0.78
28225009,0,0,0.14
29249539,0,0,0.11
27055082,0,0,0.23
29259465,0,0,0.13
29298329,0,0,0.16
29309431,1,1,0.95
29311649,1,1,0.95
28261305,0,0,0.07
28280860,0,0,0.11
28316695,0,0,0.15
27058757,1,1,0.7
27107686,1,1,0.8
28353404,0,0,0.13
27112806,1,1,0.84
29340539,0,0,0.11
29342026,0,0,0.07
29343855,0,0,0.17
28370626,0,0,0.15
28384949,1,1,0.8
27124326,1,1,0.86
28402920,0,0,0.13
27161276,1,1,0.85
28431299,0,0,0.06
29550059,1,1,0.79
29366615,1,1,0.8
29389628,1,1,0.81
27167896,1,1,0.8
29394294,1,1,0.79
29397147,1,1,0.82
29561131,1,1,0.76
27172757,0,0,0.13
29438354,0,0,0.12
29461177,1,1,0.78
29464868,1,1,0.87
29465739,1,1,0.74
29485518,0,0,0.1
29566689,1,1,0.81
29571891,0,0,0.17
27224840,1,1,0.79
29506993,0,0,0.05
29514035,0,0,0.13
29589168,0,0,0.04
27233409,1,1,0.75
29591248,0,0,0.06
29515803,1,1,0.71
29539876,0,0,0.1
29543761,0,0,0.1
30558384,0,0,0.02
29591592,0,0,0.13
29592563,1,1,0.72
29592918,0,0,0.07
29595707,0,0,0.07
27236747,0,0,0.17
30564817,1,1,0.71
27238014,0,0,0.16
30567881,1,1,0.8
27259995,0,0,0.11
30578308,0,0,0.12
30663033,0,0,0.03
30670054,0,0,0.07
29597007,0,0,0.08
29598019,0,0,0.14
29598305,0,0,0.12
31516214,1,1,0.91
30674677,0,0,0.21
31517846,1,1,0.95
31519243,1,1,0.92
30674952,1,1,0.75
29598994,1,1,0.72
29638136,0,0,0.13
29657464,0,0,0.06
29657862,0,0,0.1
31519618,1,1,0.97
29661840,0,0,0.12
30679563,0,0,0.12
30733416,0,0,0.13
31563889,1,1,0.89
30738923,1,1,0.79
29706989,0,0,0.1
31565399,0,0,0.11
29715477,1,1,0.81
29743042,1,1,0.76
29756267,0,0,0.16
29780636,0,0,0.09
30774333,0,0,0.13
30788030,1,1,0.91
30796778,0,0,0.04
30850131,1,1,0.89
30855220,0,0,0.01
31566223,0,0,0.13
30859260,1,1,0.84
31591085,0,0,0.08
30885087,1,1,0.84
30915933,0,0,0.11
30943368,1,1,0.87
29828479,0,0,0.11
31624550,0,0,0.1
29854220,1,1,0.82
29876980,0,0,0.21
29880598,0,0,0.06
30951676,0,0,0.0
30960565,1,1,0.81
31645579,0,0,0.15
30960580,0,0,0.04
30962286,0,0,0.0
29904501,0,0,0.13
29905907,0,0,0.14
31647543,1,1,0.77
29943069,0,0,0.18
29996744,1,1,0.98
30980180,0,0,0.05
31648265,1,1,0.73
30998684,1,1,0.76
30002159,0,0,0.22
31648820,0,0,0.04
31019154,0,0,0.07
31649215,0,0,0.04
31021754,0,0,0.06
31058952,0,0,0.16
31068889,0,0,0.06
31086363,0,0,0.03
31086387,0,0,0.06
31086396,0,0,0.08
30010071,0,0,0.09
30012365,0,0,0.11
30016301,0,0,0.15
30039581,0,0,0.1
30046496,1,1,0.76
30087759,0,0,0.03
30095942,0,0,0.03
30111730,1,1,0.82
30140546,0,0,0.1
30155462,0,0,0.09
30172596,0,0,0.22
31676457,1,1,0.93
31104095,0,0,0.16
30202106,1,1,0.85
30210476,0,0,0.04
30271976,1,1,0.79
30272352,1,1,0.74
30295595,1,1,0.76
31690419,1,1,0.75
31691512,0,0,0.08
30297896,0,0,0.18
30299963,0,0,0.05
30300682,0,0,0.0
30318442,0,0,0.01
30318737,0,0,0.11
31126074,0,0,0.11
31147739,0,0,0.17
31695622,0,0,0.12
31173024,1,1,0.85
30320805,0,0,0.1
31722053,1,1,0.8
30320948,0,0,0.2
30321253,0,0,0.16
31722108,1,1,0.93
30339975,0,0,0.07
30349124,0,0,0.06
30351990,1,1,0.98
30353717,1,1,0.95
30400464,0,0,0.09
31193852,0,0,0.15
31226467,0,0,0.13
31237111,0,0,0.01
31237547,0,0,0.08
31244669,0,0,0.14
31261492,0,0,0.02
31742344,1,1,0.75
31262365,1,1,0.75
30442219,1,1,0.72
31758125,1,1,0.8
30449835,0,0,0.11
30467437,1,1,0.77
31266941,1,1,0.86
31267311,0,0,0.06
31803787,0,0,0.17
31291703,0,0,0.11
30481280,0,0,0.0
31804205,0,0,0.23
30509431,0,0,0.1
31296770,0,0,0.11
31826233,1,1,0.72
31854801,0,0,0.07
31320133,0,0,0.0
31320703,0,0,0.0
31321080,0,0,0.01
31340225,1,1,0.8
31858279,0,0,0.0
31901637,1,1,0.86
30527762,0,0,0.15
30539787,0,0,0.11
31341382,0,0,0.08
31341970,0,0,0.2
31903044,0,0,0.07
31361862,0,0,0.16
31364081,1,1,0.93
32244890,1,1,0.8
32257214,0,0,0.0
31905999,1,1,0.85
32281492,0,0,0.04
31364782,1,1,0.66
31413435,0,0,0.1
32340664,0,0,0.05
31928255,1,1,0.82
32380583,1,1,0.76
32385053,0,0,0.12
32429247,0,0,0.11
32477303,0,0,0.08
32488299,1,1,0.77
32497939,0,0,0.03
31423338,0,0,0.11
31470773,0,0,0.05
31471323,0,0,0.07
31471602,0,0,0.01
31478155,0,0,0.03
32497947,0,0,0.0
32498005,0,0,0.0
32498024,0,0,0.0
31929753,0,0,0.09
31930013,0,0,0.09
32498051,0,0,0.01
31932833,0,0,0.15
32522164,0,0,0.15
32526702,0,0,0.01
31950303,1,1,0.72
33073468,1,1,0.81
32527457,0,0,0.01
32528121,0,0,0.04
33074841,0,0,0.15
31968712,0,0,0.05
33099069,1,1,0.88
33099805,0,0,0.0
32530382,0,0,0.05
32537549,1,1,0.94
32546423,0,0,0.0
32554312,0,0,0.05
32554847,1,1,0.75
33106836,0,0,0.11
32555692,0,0,0.12
32608900,1,1,0.87
32664835,0,0,0.06
32667322,1,1,0.83
32673992,0,0,0.11
33168705,1,1,0.74
33200968,0,0,0.05
31993408,1,1,0.85
33213143,0,0,0.14
33222937,0,0,0.13
33223180,0,0,0.03
33237930,0,0,0.17
32693145,1,1,0.81
32693159,1,1,0.94
32693172,1,1,0.96
32693193,1,1,0.97
32696623,1,1,0.76
32696840,1,1,0.79
33256908,1,1,0.71
31996343,0,0,0.13
33296570,0,0,0.1
33323246,0,0,0.0
33323412,0,0,0.0
33397992,0,0,0.09
32697403,0,0,0.0
32697672,1,1,0.98
32741725,0,0,0.07
32796530,1,1,0.74
32819095,0,0,0.06
32834948,0,0,0.11
33400395,1,1,0.77
33447803,0,0,0.03
33448066,1,1,0.81
33448117,0,0,0.06
33449043,0,0,0.07
33451569,0,0,0.05
33453412,0,0,0.07
32841288,1,1,0.8
32843715,0,0,0.08
32846824,0,0,0.08
32882145,0,0,0.1
32900093,0,0,0.12
33456692,1,1,0.97
33457255,1,1,0.96
32903702,0,0,0.11
32913891,1,1,0.91
32920264,1,1,0.83
32921370,0,0,0.14
33467545,0,0,0.12
33488705,1,1,0.84
32019044,0,0,0.09
33526974,1,1,0.73
33540570,1,1,0.83
32931801,0,0,0.04
32932103,0,0,0.11
32957404,0,0,0.12
32043659,0,0,0.08
32966169,1,1,0.92
33556779,1,1,0.87
33558651,1,1,0.74
32044469,0,0,0.15
32065902,0,0,0.08
33605626,0,0,0.23
32989941,1,1,0.86
32995434,0,0,0.11
33007203,0,0,0.01
33018427,0,0,0.11
33018667,0,0,0.09
33044244,0,0,0.14
33051298,0,0,0.0
33616287,0,0,0.06
32067113,1,1,0.76
33663512,0,0,0.08
33667529,0,0,0.17
32087903,1,1,0.75
33695710,0,0,0.12
34221529,1,1,0.79
32089835,1,1,0.76
33738421,0,0,0.17
32090100,1,1,0.68
32095373,1,1,0.84
33782534,0,0,0.2
34256189,0,0,0.11
34257375,1,1,0.74
32104060,1,1,0.84
32106884,0,0,0.03
34261764,0,0,0.08
33784211,1,1,0.95
32114609,0,0,0.16
33800529,0,0,0.09
33808333,1,1,0.87
33847985,0,0,0.03
34280088,0,0,0.01
34281527,0,0,0.11
34281888,0,0,0.09
34284997,0,0,0.12
34320291,1,1,0.82
34344286,1,1,0.85
34346675,1,1,0.69
34363363,1,1,0.87
34371509,1,1,0.79
34392264,0,0,0.04
34393033,0,0,0.09
34393034,0,0,0.1
34400652,0,0,0.11
34438141,0,0,0.11
32138978,0,0,0.17
32160453,1,1,0.84
34451203,0,0,0.09
33849031,0,0,0.06
33856819,1,1,0.71
33857621,0,0,0.03
33868606,1,1,0.83
33881842,1,1,0.81
33886061,1,1,0.79
34460288,1,1,0.86
32161225,1,1,0.76
33903322,0,0,0.16
33908037,0,0,0.07
32194965,0,0,0.03
32194991,0,0,0.06
32195112,0,0,0.01
34484170,1,1,0.81
33908679,1,1,0.83
33910751,0,0,0.02
33914581,0,0,0.02
32212882,0,0,0.1
34511576,1,1,0.79
34511730,0,0,0.05
32216517,0,0,0.1
33914932,0,0,0.01
33917945,1,1,0.84
33931630,0,0,0.09
34512298,0,0,0.12
34538147,0,0,0.07
32238505,0,0,0.18
34539089,0,0,0.16
34550897,0,0,0.12
33941234,0,0,0.0
33945698,0,0,0.08
32239519,0,0,0.07
33945912,1,1,0.94
32241818,1,1,0.74
34561415,1,1,0.72
34597222,1,1,0.8
34598363,1,1,0.78
33973039,0,0,0.17
34016545,0,0,0.06
34022466,0,0,0.04
32244379,1,1,0.71
34027976,1,1,0.8
35003692,0,0,0.01
34062256,1,1,0.77
34091470,1,1,0.81
34092631,1,1,0.79
34680685,0,0,0.05
34715773,0,0,0.09
35039785,0,0,0.1
34719913,0,0,0.15
34724188,1,1,0.77
34725721,1,1,0.78
34120185,0,0,0.07
34144010,1,1,0.79
35058736,0,0,0.06
34146377,0,0,0.07
34758466,1,1,0.93
34758640,1,1,0.98
34758864,1,1,0.97
34177412,0,0,0.13
34179143,1,1,0.77
35075475,1,1,0.96
35082760,0,0,0.03
35808918,0,0,0.09
34758875,1,1,0.82
34759022,1,1,1.0
34769269,1,1,0.96
35092231,0,0,0.06
34769657,1,1,0.96
34770286,1,1,0.96
35095171,0,0,0.14
34770848,1,1,0.99
35115981,1,1,0.82
35161779,0,0,0.03
35851574,1,1,0.79
35860361,1,1,0.79
35162075,0,0,0.01
